csv_categoryName,csv_categoryShortName,csv_name,csv_description,csv_mrp,csv_sellingPrice,csv_discount
Puja Samagri,PSM,Puja Premium Natural Essence (PSM),Premium high quality matching item for Puja Premium Natural Essence (PSM) mapped under category Puja Samagri.,600.00,600.00,0.00
Puja Samagri,PSM,Puja Pure Extract Drops (PSM),Premium high quality matching item for Puja Pure Extract Drops (PSM) mapped under category Puja Samagri.,850.00,850.00,0.00
Puja Samagri,PSM,Puja Therapeutic Tablets (PSM),Premium high quality matching item for Puja Therapeutic Tablets (PSM) mapped under category Puja Samagri.,1200.00,1200.00,0.00
Puja Samagri,PSM,Puja Herbal Powder Mix (PSM),Premium high quality matching item for Puja Herbal Powder Mix (PSM) mapped under category Puja Samagri.,1200.00,1200.00,0.00
Puja Samagri,PSM,Puja Premium Concentrated Oil (PSM),Premium high quality matching item for Puja Premium Concentrated Oil (PSM) mapped under category Puja Samagri.,250.00,250.00,0.00
Puja Samagri,PSM,Puja Special Application Lepa (PSM),Premium high quality matching item for Puja Special Application Lepa (PSM) mapped under category Puja Samagri.,1200.00,1200.00,0.00
Puja Samagri,PSM,Puja Natural Rejuvenator (PSM),Premium high quality matching item for Puja Natural Rejuvenator (PSM) mapped under category Puja Samagri.,1200.00,1200.00,0.00
Puja Samagri,PSM,Puja Pure Aqueous Drops (PSM),Premium high quality matching item for Puja Pure Aqueous Drops (PSM) mapped under category Puja Samagri.,150.00,150.00,0.00
Puja Samagri,PSM,Puja Ultimate Seeker Starter Kit (PSM),Premium high quality matching item for Puja Ultimate Seeker Starter Kit (PSM) mapped under category Puja Samagri.,150.00,150.00,0.00
Puja Samagri,PSM,Puja Safe Storage Guide (PSM),Premium high quality matching item for Puja Safe Storage Guide (PSM) mapped under category Puja Samagri.,600.00,600.00,0.00
Vedic Astrology,AST,Vedic Vol 1 Grand Edition (AST),Premium high quality matching item for Vedic Vol 1 Grand Edition (AST) mapped under category Vedic Astrology.,1200.00,1200.00,0.00
Vedic Astrology,AST,Vedic Vol 2 Standard Text (AST),Premium high quality matching item for Vedic Vol 2 Standard Text (AST) mapped under category Vedic Astrology.,1200.00,1200.00,0.00
Vedic Astrology,AST,Vedic Vol 3 Advanced Study (AST),Premium high quality matching item for Vedic Vol 3 Advanced Study (AST) mapped under category Vedic Astrology.,600.00,600.00,0.00
Vedic Astrology,AST,Vedic Vol 4 Complete Guide (AST),Premium high quality matching item for Vedic Vol 4 Complete Guide (AST) mapped under category Vedic Astrology.,600.00,600.00,0.00
Vedic Astrology,AST,Vedic Foundational Basic Text (AST),Premium high quality matching item for Vedic Foundational Basic Text (AST) mapped under category Vedic Astrology.,250.00,250.00,0.00
Vedic Astrology,AST,Vedic Classical Commentary (AST),Premium high quality matching item for Vedic Classical Commentary (AST) mapped under category Vedic Astrology.,450.00,450.00,0.00
Vedic Astrology,AST,Vedic Practical Workbook Set (AST),Premium high quality matching item for Vedic Practical Workbook Set (AST) mapped under category Vedic Astrology.,600.00,600.00,0.00
Vedic Astrology,AST,Vedic Authentic Handbook (AST),Premium high quality matching item for Vedic Authentic Handbook (AST) mapped under category Vedic Astrology.,1200.00,1200.00,0.00
Vedic Astrology,AST,Vedic Wall Charts Set (AST),Premium high quality matching item for Vedic Wall Charts Set (AST) mapped under category Vedic Astrology.,1200.00,1200.00,0.00
Vedic Astrology,AST,Vedic Reference Manual (AST),Premium high quality matching item for Vedic Reference Manual (AST) mapped under category Vedic Astrology.,350.00,350.00,0.00
Vedic Astrology,AST,Vedic Premium Natural Essence (AST),Premium high quality matching item for Vedic Premium Natural Essence (AST) mapped under category Vedic Astrology.,150.00,150.00,0.00
Vedic Astrology,AST,Vedic Pure Extract Drops (AST),Premium high quality matching item for Vedic Pure Extract Drops (AST) mapped under category Vedic Astrology.,850.00,850.00,0.00
Vedic Astrology,AST,Vedic Therapeutic Tablets (AST),Premium high quality matching item for Vedic Therapeutic Tablets (AST) mapped under category Vedic Astrology.,350.00,350.00,0.00
Vedic Astrology,AST,Vedic Herbal Powder Mix (AST),Premium high quality matching item for Vedic Herbal Powder Mix (AST) mapped under category Vedic Astrology.,1200.00,1200.00,0.00
Vedic Astrology,AST,Vedic Premium Concentrated Oil (AST),Premium high quality matching item for Vedic Premium Concentrated Oil (AST) mapped under category Vedic Astrology.,150.00,150.00,0.00
Vedic Astrology,AST,Vedic Special Application Lepa (AST),Premium high quality matching item for Vedic Special Application Lepa (AST) mapped under category Vedic Astrology.,600.00,600.00,0.00
Vedic Astrology,AST,Vedic Natural Rejuvenator (AST),Premium high quality matching item for Vedic Natural Rejuvenator (AST) mapped under category Vedic Astrology.,1200.00,1200.00,0.00
Vedic Astrology,AST,Vedic Pure Aqueous Drops (AST),Premium high quality matching item for Vedic Pure Aqueous Drops (AST) mapped under category Vedic Astrology.,350.00,350.00,0.00
Vedic Astrology,AST,Vedic Ultimate Seeker Starter Kit (AST),Premium high quality matching item for Vedic Ultimate Seeker Starter Kit (AST) mapped under category Vedic Astrology.,850.00,850.00,0.00
Vedic Astrology,AST,Vedic Safe Storage Guide (AST),Premium high quality matching item for Vedic Safe Storage Guide (AST) mapped under category Vedic Astrology.,850.00,850.00,0.00
Sanatana Itihasa,ITI,Sanatana Vol 1 Grand Edition (ITI),Premium high quality matching item for Sanatana Vol 1 Grand Edition (ITI) mapped under category Sanatana Itihasa.,600.00,600.00,0.00
Sanatana Itihasa,ITI,Sanatana Vol 2 Standard Text (ITI),Premium high quality matching item for Sanatana Vol 2 Standard Text (ITI) mapped under category Sanatana Itihasa.,850.00,850.00,0.00
Sanatana Itihasa,ITI,Sanatana Vol 3 Advanced Study (ITI),Premium high quality matching item for Sanatana Vol 3 Advanced Study (ITI) mapped under category Sanatana Itihasa.,250.00,250.00,0.00
Sanatana Itihasa,ITI,Sanatana Vol 4 Complete Guide (ITI),Premium high quality matching item for Sanatana Vol 4 Complete Guide (ITI) mapped under category Sanatana Itihasa.,250.00,250.00,0.00
Sanatana Itihasa,ITI,Sanatana Foundational Basic Text (ITI),Premium high quality matching item for Sanatana Foundational Basic Text (ITI) mapped under category Sanatana Itihasa.,450.00,450.00,0.00
Sanatana Itihasa,ITI,Sanatana Classical Commentary (ITI),Premium high quality matching item for Sanatana Classical Commentary (ITI) mapped under category Sanatana Itihasa.,600.00,600.00,0.00
Sanatana Itihasa,ITI,Sanatana Practical Workbook Set (ITI),Premium high quality matching item for Sanatana Practical Workbook Set (ITI) mapped under category Sanatana Itihasa.,150.00,150.00,0.00
Sanatana Itihasa,ITI,Sanatana Authentic Handbook (ITI),Premium high quality matching item for Sanatana Authentic Handbook (ITI) mapped under category Sanatana Itihasa.,600.00,600.00,0.00
Sanatana Itihasa,ITI,Sanatana Wall Charts Set (ITI),Premium high quality matching item for Sanatana Wall Charts Set (ITI) mapped under category Sanatana Itihasa.,600.00,600.00,0.00
Sanatana Itihasa,ITI,Sanatana Reference Manual (ITI),Premium high quality matching item for Sanatana Reference Manual (ITI) mapped under category Sanatana Itihasa.,450.00,450.00,0.00
Sanatana Itihasa,ITI,Sanatana Premium Natural Essence (ITI),Premium high quality matching item for Sanatana Premium Natural Essence (ITI) mapped under category Sanatana Itihasa.,1200.00,1200.00,0.00
Sanatana Itihasa,ITI,Sanatana Pure Extract Drops (ITI),Premium high quality matching item for Sanatana Pure Extract Drops (ITI) mapped under category Sanatana Itihasa.,850.00,850.00,0.00
Sanatana Itihasa,ITI,Sanatana Therapeutic Tablets (ITI),Premium high quality matching item for Sanatana Therapeutic Tablets (ITI) mapped under category Sanatana Itihasa.,350.00,350.00,0.00
Sanatana Itihasa,ITI,Sanatana Herbal Powder Mix (ITI),Premium high quality matching item for Sanatana Herbal Powder Mix (ITI) mapped under category Sanatana Itihasa.,1200.00,1200.00,0.00
Sanatana Itihasa,ITI,Sanatana Premium Concentrated Oil (ITI),Premium high quality matching item for Sanatana Premium Concentrated Oil (ITI) mapped under category Sanatana Itihasa.,600.00,600.00,0.00
Sanatana Itihasa,ITI,Sanatana Special Application Lepa (ITI),Premium high quality matching item for Sanatana Special Application Lepa (ITI) mapped under category Sanatana Itihasa.,350.00,350.00,0.00
Sanatana Itihasa,ITI,Sanatana Natural Rejuvenator (ITI),Premium high quality matching item for Sanatana Natural Rejuvenator (ITI) mapped under category Sanatana Itihasa.,250.00,250.00,0.00
Sanatana Itihasa,ITI,Sanatana Pure Aqueous Drops (ITI),Premium high quality matching item for Sanatana Pure Aqueous Drops (ITI) mapped under category Sanatana Itihasa.,600.00,600.00,0.00
Sanatana Itihasa,ITI,Sanatana Ultimate Seeker Starter Kit (ITI),Premium high quality matching item for Sanatana Ultimate Seeker Starter Kit (ITI) mapped under category Sanatana Itihasa.,600.00,600.00,0.00
Sanatana Itihasa,ITI,Sanatana Safe Storage Guide (ITI),Premium high quality matching item for Sanatana Safe Storage Guide (ITI) mapped under category Sanatana Itihasa.,850.00,850.00,0.00
